Total Images,Total JSON Files,Annotated Images,Images Without JSON,JSON Without Images,Empty JSON,Corrupted Images,Total Objects,Average Objects/Image,Average Width,Average Height,Min Width,Max Width,Min Height,Max Height
1388,397,1091,297,0,2,0,2386,3.005037783375315,4000.0,3000.0,4000,4000,3000,3000
